age,attrition,businesstravel,dailyrate,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,remotework,monthlysalary,annualsalary
39,yes,travel_rarely,1069.04,3,FP,unknown,445,4,mujer,41,3,2, sales executive ,3,married,,17778,4,yes,18,3,1,0,12,3,2,1,0,0,5238,1984,yes,23518.879999999997,279019.44
43,no,travel_rarely,920.92,15,Grado,unknown,2410,15,mujer,43,3,3, healthcare representative ,1,married,,9262,8,no,16,3,1,1,0,1,2,1,0,0,9985,1980,yes,20260.24,240360.12000000002
47,no,travel_frequently,1204.28,4,Secundaria,medical,2411,2,hombre,99,3,2, sales representative ,3,,,25751,3,no,19,3,1,0,5,3,3,0,0,0,0,1976,no,26494.16,314317.08
42,no,travel_rarely,745.2,23,Doctorado,unknown,468,1,mujer,44,3,4, research director ,4,single,,15901,2,no,14,3,2,0,16,2,3,1,0,0,15992,1981,no,16394.4,194497.2
32,no,unknown,977.04,2,Grado,unknown,471,3,mujer,75,3,1, laboratory technician ,2,married,,3956,1,no,13,,3,1,8,4,3,8,0,7,2370,1991,yes,21494.88,255007.44000000003
48,no,travel_rarely,487.6,29,Secundaria,medical,473,1,mujer,91,3,3, manager ,3,married,,23978,3,,21,4,2,1,15,3,1,0,0,0,0,1975,yes,10727.2,127263.6
42,no,travel_rarely,1225.44,2,Master,unknown,477,1,hombre,98,2,2, healthcare representative ,4,,,17078,3,,23,4,2,0,0,6,3,1,0,0,6781,1981,no,26959.68,319839.84
36,no,non-travel,777.4,1,Doctorado,medical,479,4,mujer,45,3,2, sales executive ,4,,,15276,4,,15,,2,0,0,6,3,1,0,0,6653,1987,yes,17102.8,202901.4
33,yes,travel_rarely,322.0,5,Grado,marketing,485,4,mujer,34,3,1, sales representative ,3,single,,9150,1,,13,,2,0,1,2,3,1,0,0,2851,1990,no,7084.0,84042.0
46,no,unknown,1052.48,7,Master,medical,487,3,mujer,30,3,2, manufacturing director ,3,married,,16044,2,,14,3,3,0,7,2,4,1,0,0,5258,1977,yes,23154.56,274697.28
21,yes,travel_rarely,143.52,12,Grado,life sciences,494,3,mujer,90,4,1, sales representative ,2,single,,25422,1,,15,3,4,0,1,0,3,1,0,0,0,2002,no,3157.44,37458.72
30,no,unknown,185.84,2,Secundaria,technical degree,508,3,hombre,72,3,1, sales representative ,2,,,17434,1,,18,3,1,1,0,3,3,1,0,0,2476,1993,yes,4088.48,48504.24
30,yes,travel_frequently,426.88,4,Grado,unknown,514,3,hombre,40,3,1, research scientist ,4,single,,3427,9,yes,23,4,3,0,3,4,3,1,0,0,2285,1993,no,9391.36,111415.68
32,no,travel_rarely,1200.6,10,Master,unknown,518,3,hombre,49,3,2, manufacturing director ,2,single,,21123,2,,12,3,4,0,18,2,2,1,0,1,4197,1986,yes,26413.200000000004,313356.60000000003
40,no,travel_rarely,510.6,2,Grado,unknown,2412,2,mujer,78,2,2, laboratory technician ,3,married,,13436,6,no,22,4,2,1,0,3,3,1,0,0,3448,1983,yes,11233.2,133266.6
28,no,travel_rarely,1196.0,17,FP,unknown,2413,3,hombre,79,3,2, laboratory technician ,1,,,13535,1,,12,3,4,1,10,2,0,10,1,8,4558,1995,no,26312.0,312156.0
38,no,travel_frequently,1370.8,2,FP,unknown,556,4,hombre,42,3,1, laboratory technician ,4,married,,12106,1,yes,23,4,3,1,0,3,3,1,0,0,1702,1985,no,30157.6,357778.8
19,yes,unknown,449.88,2,FP,technical degree,566,1,hombre,64,2,1, human resources ,4,single,,18437,1,no,12,3,3,0,1,3,4,1,0,0,2564,2004,yes,9897.36,117418.68
57,no,travel_rarely,193.2,29,Grado,unknown,568,1,hombre,56,2,4, manager ,4,divorced,,22102,3,no,12,3,3,1,0,3,2,1,0,0,0,1966,yes,4250.400000000001,50425.200000000004
47,no,travel_rarely,904.36,2,FP,medical,2414,1,mujer,65,3,2, manufacturing director ,4,,,7389,5,,13,,3,3,20,2,3,5,0,4,5070,1976,yes,19895.920000000002,236037.96
54,no,travel_rarely,504.16,8,Master,life sciences,2415,3,mujer,42,3,2, laboratory technician ,3,single,,23428,7,,11,3,3,0,0,3,3,1,0,0,3780,1969,no,11091.52,131585.76
31,yes,travel_frequently,491.28,42,Grado,unknown,2416,42,hombre,66,3,3, healthcare representative ,3,,,22908,3,no,12,3,1,0,12,2,3,1,0,0,9824,1992,yes,10808.16,128224.08
18,yes,travel_frequently,1201.52,5,Grado,marketing,614,2,hombre,69,3,1, sales representative ,2,,,8059,1,yes,14,3,4,0,0,3,3,0,0,0,1878,2005,no,26433.44,313596.72
40,no,unknown,1006.48,28,Grado,other,615,3,hombre,58,1,3, sales executive ,1,,,11373,3,no,15,3,3,1,20,2,3,1,0,1,0,1983,yes,22142.56,262691.28
26,no,unknown,713.0,29,FP,unknown,2417,1,hombre,45,3,2, sales executive ,3,,,4267,5,,12,3,1,2,8,5,3,0,0,0,0,1997,yes,15686.0,186093.0
26,yes,travel_rarely,433.32,24,Grado,unknown,622,3,hombre,66,1,1, laboratory technician ,4,single,,23213,1,yes,18,3,2,0,1,3,1,1,0,0,2340,1997,yes,9533.039999999999,113096.52
38,no,unknown,1375.4,10,Grado,unknown,2418,3,mujer,76,3,2, healthcare representative ,3,,,22174,3,no,19,3,3,1,18,4,0,1,0,0,0,1985,yes,30258.800000000003,358979.4
24,no,unknown,757.16,17,FP,other,643,4,hombre,94,2,1, laboratory technician ,2,married,,9100,1,no,21,4,4,1,1,2,3,1,0,0,2127,1999,yes,16657.52,197618.76
30,yes,travel_frequently,412.16,12,Master,unknown,648,2,hombre,74,2,1, sales representative ,1,married,,14470,1,no,18,3,3,1,1,2,4,1,0,0,2033,1993,yes,9067.52,107573.76000000001
37,no,travel_rarely,513.36,2,Grado,marketing,656,4,hombre,75,3,2, sales executive ,3,married,,3010,4,,11,3,3,1,0,3,2,3,1,0,9602,1986,no,11293.92,133986.96
20,no,travel_rarely,882.28,1,Grado,life sciences,657,4,mujer,83,2,1, research scientist ,2,,,11757,1,no,13,,4,0,1,0,4,1,0,0,0,2003,yes,19410.160000000003,230275.08000000002
43,no,unknown,719.44,14,Master,other,661,2,hombre,50,2,4, research director ,4,divorced,,2671,4,,14,3,3,1,21,3,0,1,0,0,16627,1980,no,15827.68,187773.84000000003
38,no,unknown,333.04,27,Secundaria,life sciences,662,3,mujer,64,3,1, research scientist ,1,,,14561,3,no,17,3,4,0,8,3,2,0,0,0,0,1985,yes,7326.88,86923.44
33,no,unknown,1118.72,8,Master,marketing,2419,3,hombre,39,3,2, sales executive ,3,divorced,,20431,0,,12,3,4,0,6,3,3,5,1,2,0,1990,no,24611.84,291985.92
30,no,unknown,147.2,3,Grado,unknown,2420,3,mujer,71,3,1, research scientist ,3,,,22653,1,no,20,4,3,1,1,2,0,1,0,0,2083,1993,no,3238.4000000000005,38419.200000000004
29,no,unknown,,44,FP,medical,690,2,mujer,62,3,2, sales executive ,3,,,3487,1,no,14,3,1,1,0,5,2,6,1,2,0,1994,no,,
20,yes,unknown,1253.04,10,Secundaria,medical,701,4,hombre,32,3,1, research scientist ,3,single,,26999,1,,11,3,4,0,0,5,3,1,1,1,1009,2003,yes,27566.879999999997,327043.44
35,no,non-travel,668.84,20,Grado,unknown,704,20,hombre,41,2,1, laboratory technician ,3,married,,16900,1,no,18,3,3,2,1,3,3,1,0,0,0,1988,no,14714.480000000001,174567.24000000002
37,no,unknown,1127.0,10,FP,life sciences,715,4,hombre,80,4,1, research scientist ,4,single,,15232,3,no,17,3,1,0,0,2,0,1,0,0,0,1986,yes,24794.0,294147.0
38,no,unknown,154.56,1,Grado,unknown,743,3,mujer,81,3,3, manufacturing director ,3,single,,15397,4,yes,14,,4,0,10,4,0,1,0,0,7861,1985,yes,3400.32,40340.16
29,no,unknown,1284.32,10,Grado,unknown,749,3,hombre,64,3,1, sales representative ,3,single,,2755,1,no,11,3,3,0,1,6,0,1,0,0,2642,1994,no,28255.040000000005,335207.52
35,no,unknown,1127.0,2,Master,unknown,2421,4,mujer,61,3,2, healthcare representative ,1,divorced,,4761,2,no,11,3,1,1,16,2,4,1,0,0,0,1988,yes,24794.0,294147.0
38,no,travel_rarely,246.56,2,Doctorado,medical,773,4,hombre,92,3,1, research scientist ,3,married,,20471,6,yes,13,3,2,1,0,0,1,1,0,1,0,1985,yes,5424.32,64352.16
34,no,travel_rarely,153.64,8,Doctorado,life sciences,775,2,mujer,32,3,2, manufacturing director ,1,,,4187,3,no,14,3,3,1,0,3,0,0,0,0,5121,1989,yes,3380.0800000000004,40100.04
23,yes,unknown,1143.56,6,Grado,life sciences,811,3,hombre,64,4,1, laboratory technician ,1,,,3445,1,yes,21,4,3,2,1,2,3,0,0,0,0,2000,no,25158.32,298469.16
24,no,unknown,1004.64,9,Grado,life sciences,812,3,hombre,60,2,1, laboratory technician ,2,divorced,,26551,1,no,11,3,3,3,0,4,3,1,0,0,2694,1999,no,22102.08,262211.04000000004
29,yes,travel_rarely,740.6,1,FP,life sciences,816,2,mujer,36,2,1, laboratory technician ,1,married,,6689,1,,11,3,4,1,1,1,3,1,0,0,0,1994,yes,16293.2,193296.6
40,no,travel_frequently,662.4,16,Master,medical,832,1,hombre,51,2,2, laboratory technician ,3,,,11983,6,no,14,3,4,0,10,6,3,1,0,0,5094,1983,yes,14572.8,172886.4
30,no,travel_rarely,,2,Grado,unknown,833,3,mujer,52,2,2, manufacturing director ,4,single,,20234,5,,24,4,2,0,12,4,2,0,0,0,0,1993,yes,,
45,no,unknown,231.84,2,Grado,unknown,834,2,mujer,95,2,1, research scientist ,3,,,6153,1,no,14,3,4,0,1,3,3,1,0,0,2274,1978,yes,5100.4800000000005,60510.24
27,no,unknown,407.56,3,Grado,medical,2422,4,hombre,50,3,1, research scientist ,4,married,,16571,1,,11,3,3,3,0,6,2,0,0,0,0,1996,yes,8966.32,106373.16
37,no,unknown,314.64,16,Master,marketing,2423,4,hombre,66,2,2, sales executive ,3,,,24558,4,,19,,4,2,9,2,3,1,0,0,0,1986,yes,6922.08,82121.04
32,no,unknown,276.0,1,Grado,life sciences,2424,4,hombre,61,3,1, laboratory technician ,4,divorced,,9148,0,no,12,,2,1,4,2,3,3,0,2,2314,1991,yes,6072.0,72036.0
53,no,travel_rarely,798.56,8,Grado,marketing,897,1,hombre,73,3,4, sales executive ,4,married,,22789,5,,14,3,3,1,28,3,3,2,2,2,0,1970,yes,17568.32,208424.16
37,no,unknown,1151.84,19,FP,unknown,904,19,hombre,32,3,3, sales executive ,2,single,,4814,1,yes,13,3,4,0,0,2,3,10,0,9,0,1986,no,25340.480000000003,300630.24000000005
32,yes,travel_rarely,344.08,25,Master,unknown,911,1,hombre,87,3,1, laboratory technician ,4,,,18016,1,,24,4,3,0,1,2,1,1,0,1,0,1991,yes,7569.760000000001,89804.88
58,yes,travel_frequently,718.52,2,Secundaria,unknown,918,4,hombre,57,2,1, laboratory technician ,4,divorced,,13384,9,,14,3,4,1,3,3,2,1,0,0,2380,1965,yes,15807.439999999999,187533.72
43,no,travel_rarely,162.84,8,Grado,unknown,2425,1,mujer,55,3,2, manufacturing director ,2,divorced,,23814,4,no,21,4,3,1,4,2,4,1,0,0,0,1980,no,3582.48,42501.24
21,yes,travel_rarely,1312.84,18,Secundaria,other,923,4,mujer,65,3,1, research scientist ,4,single,,8870,1,no,19,,1,0,0,3,2,1,0,0,0,2002,no,28882.480000000003,342651.24000000005
34,no,unknown,502.32,48,Grado,life sciences,934,48,hombre,83,3,1, laboratory technician ,2,,,6896,1,no,14,3,2,2,1,3,3,1,1,0,2008,1989,yes,11051.04,131105.52000000002
58,no,unknown,1170.24,5,Grado,unknown,940,3,mujer,37,2,3, healthcare representative ,2,divorced,,9255,2,,13,,4,1,24,3,3,6,0,4,10552,1965,no,25745.28,305432.64
48,no,unknown,,20,Master,medical,945,4,hombre,51,3,1, research scientist ,3,married,,5543,4,,17,3,1,2,13,2,2,0,0,0,2259,1975,no,,
32,no,non-travel,1089.28,1,Grado,life sciences,951,3,mujer,70,2,1, laboratory technician ,2,married,,3974,6,no,20,,3,0,5,3,3,3,0,2,0,1991,yes,23964.16,284302.08
25,yes,unknown,797.64,19,FP,marketing,952,3,hombre,36,2,1, sales representative ,2,married,,18798,1,yes,18,,3,3,0,2,3,1,0,0,2413,1998,no,17548.079999999998,208184.04
40,no,unknown,605.36,10,Master,marketing,954,1,hombre,67,2,3, sales executive ,2,divorced,,20652,2,no,12,3,2,1,11,2,2,1,0,0,0,1983,yes,13317.92,157998.96
19,yes,unknown,385.48,21,Grado,other,959,4,hombre,37,2,1, sales representative ,2,single,,9947,1,yes,13,3,2,0,1,3,4,1,0,0,2121,2004,no,8480.560000000001,100610.28
20,yes,travel_rarely,118.68,4,Grado,technical degree,2426,1,hombre,84,3,1, laboratory technician ,1,single,,13008,1,,19,3,2,0,1,2,3,1,0,0,0,2003,no,2610.96,30975.480000000003
33,no,travel_rarely,983.48,1,Grado,unknown,2427,2,mujer,42,2,2, healthcare representative ,4,,,12291,0,,14,3,1,0,6,3,3,5,1,4,0,1990,yes,21636.56,256688.28
58,yes,travel_rarely,265.88,2,Grado,unknown,2428,4,hombre,51,3,1, research scientist ,3,single,,26227,4,no,24,4,1,0,7,4,3,1,0,0,2479,1965,no,5849.36,69394.68
40,yes,non-travel,1360.68,24,Grado,unknown,986,2,mujer,100,4,4, sales executive ,2,single,,17071,4,,16,3,4,0,22,2,2,1,0,0,13194,1983,yes,29934.960000000003,355137.48000000004
29,yes,travel_rarely,833.52,10,Grado,unknown,994,4,mujer,92,2,1, research scientist ,1,single,,11479,6,yes,20,4,3,0,3,5,3,0,0,0,0,1994,yes,18337.44,217548.72
47,no,travel_rarely,878.6,18,FP,life sciences,1003,4,mujer,83,3,2, sales executive ,4,single,,8571,1,yes,17,3,3,0,9,0,3,9,0,7,4163,1976,no,19329.2,229314.6
18,no,unknown,264.04,5,FP,unknown,1012,2,hombre,73,3,1, research scientist ,4,,,13493,1,no,15,3,4,0,0,2,3,0,0,0,0,2005,yes,5808.88,68914.44
20,yes,unknown,1009.24,16,Grado,medical,2429,4,mujer,98,2,1, research scientist ,1,,,18275,1,yes,15,3,1,0,1,2,3,1,0,0,2600,2003,no,22203.28,263411.64
42,no,unknown,243.8,5,FP,unknown,1029,4,hombre,90,3,5, manager ,3,,,7770,6,no,13,3,2,0,21,3,4,1,0,0,18303,1981,yes,5363.6,63631.8
50,no,travel_rarely,739.68,9,Grado,unknown,2430,1,hombre,64,3,1, laboratory technician ,4,married,,20165,4,no,18,,2,0,8,5,3,1,0,0,2380,1973,yes,16272.960000000001,193056.48
37,yes,travel_rarely,1049.72,11,FP,medical,1033,1,mujer,61,1,2, healthcare representative ,2,,,14382,5,no,15,3,1,0,15,2,1,1,0,0,4777,1986,yes,23093.84,273976.92
38,no,unknown,,3,Master,life sciences,2431,2,hombre,42,3,2, sales executive ,4,,,4981,8,yes,12,3,3,0,19,1,3,1,0,0,0,1985,no,,
36,yes,unknown,607.2,15,Grado,unknown,1052,1,hombre,81,3,2, laboratory technician ,3,divorced,,7858,7,,14,3,2,1,9,3,2,1,0,0,0,1987,yes,13358.400000000001,158479.2
28,no,travel_rarely,1052.48,10,Secundaria,medical,1056,4,hombre,74,3,1, sales representative ,2,married,,23384,1,no,22,4,2,0,0,5,3,1,0,0,1052,1995,yes,23154.56,274697.28
43,no,unknown,381.8,25,Grado,unknown,1076,3,hombre,64,2,3, sales executive ,4,,,5268,5,no,13,3,3,1,18,5,3,1,0,0,0,1980,yes,8399.6,99649.8
21,yes,travel_rarely,1227.28,10,Grado,unknown,1079,3,mujer,36,2,1, laboratory technician ,1,single,,17258,1,no,13,,1,0,1,6,2,1,1,0,0,2002,yes,27000.16,320320.08
51,yes,travel_rarely,1217.16,4,Master,unknown,1081,1,hombre,34,3,1, research scientist ,3,married,,10332,9,,12,,3,3,18,2,4,10,2,7,2461,1972,no,26777.52,317678.76
37,no,unknown,284.28,10,Master,unknown,1105,4,mujer,88,2,2, sales executive ,4,divorced,,24223,2,yes,14,,3,3,8,5,3,1,0,0,0,1986,no,6254.160000000001,74197.08
28,yes,unknown,928.28,1,Grado,medical,1111,1,hombre,45,2,1, laboratory technician ,2,divorced,,7160,1,no,15,,1,2,0,2,3,1,0,0,2596,1995,no,20422.160000000003,242281.08000000002
50,yes,unknown,,1,Master,unknown,1113,4,hombre,81,3,2, sales executive ,3,single,,17251,3,yes,14,3,4,0,5,4,3,0,0,0,4728,1973,yes,,
34,no,unknown,641.24,3,Master,unknown,1115,3,hombre,40,2,1, research scientist ,4,,,22478,3,no,17,3,4,3,6,2,3,0,0,0,0,1989,yes,14107.28,167363.64
38,no,travel_rarely,119.6,2,FP,marketing,1125,4,hombre,32,3,3, sales executive ,2,single,,20619,7,no,16,3,3,0,0,2,3,1,0,0,7351,1985,yes,2631.2000000000003,31215.600000000002
42,no,unknown,172.96,29,Grado,unknown,2432,2,hombre,56,1,2, laboratory technician ,4,,,9558,4,,19,3,1,0,16,3,3,1,0,0,0,1981,no,3805.1200000000003,45142.560000000005
18,yes,unknown,227.24,8,Secundaria,unknown,1156,3,hombre,80,3,1, laboratory technician ,3,single,,13556,1,no,12,3,4,0,0,0,3,0,0,0,0,2005,yes,4999.280000000001,59309.64
41,no,unknown,153.64,12,Master,unknown,1158,2,hombre,46,3,1, laboratory technician ,4,,,9051,3,yes,11,3,1,1,6,4,0,1,0,0,4766,1982,no,3380.0800000000004,40100.04
35,no,travel_rarely,903.44,1,Master,medical,1172,4,hombre,58,2,1, laboratory technician ,3,,,16340,6,no,12,3,2,1,0,2,3,8,1,7,2258,1988,yes,19875.68,235797.84000000003
32,no,unknown,793.04,2,Secundaria,unknown,1190,3,mujer,76,3,1, sales representative ,1,,,14947,1,,12,3,3,3,1,3,3,1,0,0,2827,1991,yes,17446.88,206983.44000000003
22,yes,unknown,1155.52,3,Master,life sciences,2433,3,hombre,48,2,1, research scientist ,4,married,,4223,0,yes,11,3,2,1,1,5,3,0,0,0,2853,2001,yes,25421.44,301590.72
44,no,non-travel,102.12,26,Grado,unknown,1206,26,hombre,74,1,1, research scientist ,3,single,,4279,2,no,13,,4,0,6,3,3,0,0,0,2290,1979,yes,2246.6400000000003,26653.32
41,yes,non-travel,833.52,5,FP,life sciences,1210,1,hombre,95,2,1, research scientist ,1,,,20293,6,no,17,3,1,1,5,2,1,1,0,0,2107,1982,yes,18337.44,217548.72
40,no,travel_frequently,1089.28,2,Master,unknown,2434,2,hombre,62,3,2, sales executive ,2,,,25440,5,no,12,3,4,3,0,2,3,0,0,0,0,1983,no,23964.16,284302.08
24,yes,unknown,905.28,17,FP,life sciences,2435,4,mujer,97,3,1, laboratory technician ,2,,,3372,1,,13,3,1,1,1,3,1,1,0,0,2210,1999,yes,19916.160000000003,236278.08000000002
42,no,travel_frequently,421.36,26,Doctorado,medical,1242,1,mujer,60,3,3, research director ,1,married,,23281,3,yes,17,3,3,0,0,6,3,1,0,0,13191,1981,no,9269.92,109974.96
49,no,unknown,1010.16,4,FP,medical,1256,1,hombre,85,2,5, manager ,3,married,,12124,2,,13,,3,1,23,2,4,1,0,0,0,1974,yes,22223.52,263651.76
48,no,travel_rarely,891.48,2,FP,technical degree,1258,4,hombre,76,4,1, laboratory technician ,2,single,,16620,5,,11,3,3,0,7,4,2,1,0,0,0,1975,yes,19612.56,232676.28
29,no,travel_rarely,1222.68,7,Grado,unknown,1260,3,hombre,82,3,2, healthcare representative ,4,,,4204,1,,11,3,2,2,6,2,3,6,1,0,0,1994,yes,26898.960000000003,319119.48000000004
48,no,unknown,657.8,1,Grado,life sciences,1263,4,hombre,76,2,5, research director ,4,single,,8733,6,no,12,3,3,0,0,3,4,1,0,0,18265,1975,yes,14471.600000000002,171685.80000000002
34,no,unknown,1214.4,20,Grado,technical degree,2436,3,mujer,89,4,1, research scientist ,3,,,21643,0,no,17,3,4,0,2,5,2,1,0,0,0,1989,yes,26716.800000000003,316958.4
19,no,unknown,243.8,25,Grado,life sciences,1269,2,mujer,57,4,1, research scientist ,4,single,,21221,1,,12,3,4,0,1,2,3,1,0,1,0,2004,yes,5363.6,63631.8
23,no,unknown,343.16,1,FP,unknown,1270,4,hombre,47,3,1, research scientist ,3,,,16901,1,no,22,4,4,1,1,2,3,1,0,1,0,2000,no,7549.52,89564.76000000001
25,yes,travel_frequently,551.08,32,Secundaria,unknown,1273,3,hombre,73,1,1, sales representative ,4,single,,8040,1,yes,14,,4,0,1,4,3,1,1,0,1118,1998,yes,12123.76,143831.88
42,no,unknown,554.76,34,Master,medical,2437,2,mujer,78,4,2, research scientist ,2,married,,5628,6,yes,16,3,4,0,18,2,3,1,0,0,2372,1981,no,12204.72,144792.36
51,no,travel_frequently,890.56,6,FP,medical,2438,2,mujer,40,2,1, laboratory technician ,3,single,,4257,0,,14,3,2,0,8,6,2,7,7,7,2838,1972,no,19592.32,232436.16
45,no,travel_frequently,334.88,25,Grado,medical,1306,2,mujer,64,3,5, manager ,2,,,13035,3,,22,4,3,0,22,4,3,0,0,0,18061,1978,no,7367.36,87403.68
27,no,unknown,1187.72,11,Grado,medical,1364,3,mujer,98,4,1, sales representative ,4,married,,6527,8,,14,,2,1,5,4,3,1,0,0,0,1996,yes,26129.84,309994.92
18,no,non-travel,1034.08,1,Grado,unknown,1368,4,mujer,97,3,1, laboratory technician ,4,single,,19305,1,,15,3,3,0,0,5,4,0,0,0,1611,2005,no,22749.760000000002,269894.88000000006
31,yes,travel_frequently,646.76,2,Grado,unknown,1379,3,mujer,90,2,1, sales representative ,4,single,,11882,7,no,14,3,3,0,3,3,4,1,0,0,0,1992,yes,14228.72,168804.36
31,yes,travel_frequently,,1,Master,life sciences,1427,2,mujer,50,1,1, sales representative ,3,single,,16154,1,,12,,2,0,0,3,3,1,0,0,0,1992,no,,
31,yes,travel_rarely,185.84,8,Grado,life sciences,1433,1,mujer,34,2,1, research scientist ,2,,,22262,1,,12,3,3,0,0,3,4,1,0,0,0,1992,no,4088.48,48504.24
27,no,travel_rarely,1266.84,11,Secundaria,life sciences,1434,2,hombre,91,3,1, laboratory technician ,1,married,,7679,0,,14,3,2,0,6,3,4,5,1,4,0,1996,no,27870.480000000003,330645.24000000005
39,yes,unknown,544.64,2,Grado,unknown,1458,1,mujer,54,2,1, laboratory technician ,1,single,,17181,2,yes,23,4,2,0,11,2,4,1,0,0,0,1984,yes,11982.08,142151.04
44,no,travel_frequently,352.36,1,Doctorado,marketing,1481,1,mujer,79,3,2, sales executive ,3,married,,9282,7,,12,,3,1,11,4,2,1,0,0,4768,1979,no,7751.92,91965.96
30,no,unknown,910.8,25,Grado,unknown,1482,25,hombre,64,3,1, research scientist ,3,,,7152,1,,13,3,2,2,1,2,2,1,0,0,1274,1993,no,20037.600000000002,237718.80000000002
35,no,travel_rarely,607.2,26,Secundaria,life sciences,2439,4,hombre,76,3,1, sales representative ,3,,,16192,1,no,13,,1,1,1,3,3,1,0,0,2404,1988,yes,13358.400000000001,158479.2
24,yes,travel_frequently,350.52,9,Grado,unknown,1494,2,hombre,89,3,1, laboratory technician ,1,,,16998,2,,11,3,3,0,0,2,2,0,0,0,0,1999,no,7711.4400000000005,91485.72000000002
24,no,unknown,763.6,13,FP,unknown,2440,4,mujer,78,3,1, sales representative ,2,married,,7103,1,,13,3,3,1,1,2,0,1,0,0,2033,1999,yes,16799.2,199299.6
28,yes,unknown,265.88,2,FP,medical,1504,3,hombre,64,2,1, laboratory technician ,1,single,,5355,7,no,11,,3,0,8,2,2,0,0,0,2561,1995,yes,5849.36,69394.68
28,no,travel_rarely,1309.16,1,Grado,life sciences,2441,1,hombre,72,2,1, research scientist ,3,,,12530,1,,14,3,4,1,1,2,1,1,0,0,1563,1995,no,28801.52,341690.76
33,no,unknown,474.72,8,Doctorado,unknown,1515,4,hombre,69,3,2, healthcare representative ,3,,,22049,2,,17,3,1,0,14,6,3,0,0,0,6388,1990,yes,10443.84,123901.92000000001
39,no,travel_rarely,1001.88,6,Grado,unknown,1525,2,mujer,32,3,3, manufacturing director ,2,single,,9150,4,,18,,4,0,9,3,3,2,2,2,8376,1984,no,22041.36,261490.68
42,no,unknown,1113.2,2,Grado,medical,1542,3,hombre,68,2,1, laboratory technician ,2,married,,24052,4,,14,,2,1,0,3,0,1,0,0,4841,1981,yes,24490.4,290545.2
29,no,travel_rarely,550.16,9,Grado,unknown,1558,3,hombre,91,4,1, research scientist ,3,married,,22376,6,no,18,3,1,2,0,2,2,1,0,0,0,1994,no,12103.519999999999,143591.75999999998
35,no,travel_rarely,912.64,1,Grado,unknown,1564,4,hombre,68,2,1, laboratory technician ,1,,,21731,1,no,19,3,2,0,0,3,3,3,1,2,0,1988,no,20078.079999999998,238199.04
35,yes,travel_rarely,95.68,14,Grado,unknown,2442,14,mujer,69,3,1, laboratory technician ,1,,,26619,1,,12,3,4,1,1,2,3,1,0,0,2074,1988,yes,2104.96,24972.480000000003
34,no,unknown,440.68,13,Master,medical,1577,13,hombre,35,3,1, research scientist ,4,single,,22061,1,,13,3,3,0,0,4,0,1,0,0,2972,1989,no,9694.960000000001,115017.48
26,no,travel_rarely,436.08,3,Grado,unknown,1581,1,mujer,89,3,1, research scientist ,4,,,11133,1,,21,4,1,0,1,5,3,1,0,0,0,1997,yes,9593.76,113816.88
36,no,travel_rarely,813.28,1,Master,life sciences,2443,2,mujer,73,3,2, sales executive ,3,single,,21447,6,no,13,3,1,0,0,5,3,1,0,0,6815,1987,yes,17892.160000000003,212266.08000000002
50,no,unknown,242.88,24,Grado,marketing,1591,24,hombre,59,3,5, manager ,3,married,,19519,4,yes,16,,3,1,0,2,3,1,0,0,0,1973,no,5343.360000000001,63391.68000000001
42,no,travel_rarely,974.28,9,FP,unknown,2444,4,hombre,93,2,5, manager ,4,,,26362,8,no,22,4,4,0,24,2,3,1,0,1,0,1981,no,21434.160000000003,254287.08000000002
35,no,unknown,1241.08,7,FP,life sciences,1601,3,hombre,63,2,1, laboratory technician ,4,,,7713,1,no,18,3,4,1,0,5,2,1,0,1,2690,1988,no,27303.760000000002,323921.88000000006
46,no,travel_rarely,517.96,1,Master,life sciences,1602,4,hombre,56,4,4, manager ,1,,,3156,1,,15,3,2,0,27,5,1,26,0,12,17567,1977,no,11395.12,135187.56
18,yes,travel_frequently,500.48,3,FP,medical,1624,2,mujer,70,3,1, sales representative ,4,single,,18420,1,yes,12,3,3,0,0,2,4,0,0,0,1569,2005,yes,11010.560000000001,130625.28
29,no,unknown,911.72,5,Grado,unknown,1669,1,hombre,43,2,2, sales executive ,2,divorced,,3356,1,yes,13,,2,1,10,3,2,10,0,9,4187,1994,yes,20057.84,237958.92
31,no,unknown,1023.04,5,Master,life sciences,1673,1,mujer,67,3,2, sales executive ,4,,,22589,1,no,11,3,1,2,10,2,0,10,0,2,0,1992,yes,22506.88,267013.44
41,no,travel_rarely,1109.52,23,FP,unknown,1678,4,hombre,80,3,3, sales executive ,3,single,,11591,3,,16,3,4,0,21,2,3,2,0,2,0,1982,yes,24409.44,289584.72
38,no,travel_rarely,1375.4,4,FP,unknown,2445,4,mujer,87,3,1, laboratory technician ,3,,,26176,7,,19,3,4,1,7,5,0,0,0,0,3306,1985,yes,30258.800000000003,358979.4
32,yes,travel_rarely,1158.28,2,Master,life sciences,2446,4,hombre,95,3,1, laboratory technician ,2,single,,24852,1,no,12,3,1,0,1,2,3,1,0,0,1393,1991,yes,25482.16,302311.08
